polygonName,polygonPoints,description,size,JSON
29. augusta 5,18.758237;48.723901;437-18.758184;48.72392;437-18.757864;48.723366;438-18.758044;48.723356;439-18.758312;48.723381;439-18.758366;48.723407;439-18.758374;48.723416;439-18.758168;48.723469;439-18.758235;48.723607;438-18.758109;48.723637;438-18.758178;48.723772;437-18.758224;48.723865;437,,830,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758237,48.723901,437], [18.758184,48.72392,437], [18.757864,48.723366,438], [18.758044,48.723356,439], [18.758312,48.723381,439], [18.758366,48.723407,439], [18.758374,48.723416,439], [18.758168,48.723469,439], [18.758235,48.723607,438], [18.758109,48.723637,438], [18.758178,48.723772,437], [18.758224,48.723865,437] ]]}"
29. augusta 5,18.75839;48.723497;439-18.758361;48.723425;439-18.758318;48.723441;439-18.75839;48.723591;438-18.758296;48.723618;438-18.758422;48.723851;437-18.758532;48.723821;438-18.758444;48.723591;438-18.758414;48.723529;439,,340,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.75839,48.723497,439], [18.758361,48.723425,439], [18.758318,48.723441,439], [18.75839,48.723591,438], [18.758296,48.723618,438], [18.758422,48.723851,437], [18.758532,48.723821,438], [18.758444,48.723591,438], [18.758414,48.723529,439] ]]}"
29. augusta 9,18.757781;48.723211;438-18.757983;48.723158;439-18.758031;48.723253;439-18.75817;48.723228;439-18.758138;48.723257;439-18.758082;48.72329;439-18.757883;48.723267;439-18.757816;48.723243;438-18.757795;48.723227;438,,189,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.757781,48.723211,438], [18.757983,48.723158,439], [18.758031,48.723253,439], [18.75817,48.723228,439], [18.758138,48.723257,439], [18.758082,48.72329,439], [18.757883,48.723267,439], [18.757816,48.723243,438], [18.757795,48.723227,438] ]]}"
29. augusta 11,18.757974;48.723099;439-18.758092;48.723073;439-18.758066;48.723048;439-18.757875;48.723023;439-18.757832;48.722926;439-18.757792;48.722933;439-18.757859;48.723066;439,,104,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.757974,48.723099,439], [18.758092,48.723073,439], [18.758066,48.723048,439], [18.757875,48.723023,439], [18.757832,48.722926,439], [18.757792,48.722933,439], [18.757859,48.723066,439] ]]}"
29. augusta 13,18.758181;48.723071;440-18.758117;48.723021;439-18.758001;48.722998;439-18.75794;48.722984;439-18.757891;48.722945;439-18.757846;48.722855;439-18.757792;48.722618;441-18.757795;48.722544;441-18.757816;48.722393;441-18.757996;48.72239;442-18.758033;48.722457;442-18.758042;48.722602;441-18.758251;48.722602;442-18.758318;48.722607;442-18.75831;48.72279;441-18.758299;48.722967;441-18.758294;48.723039;440-18.758197;48.723053;440,,1979,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758181,48.723071,440], [18.758117,48.723021,439], [18.758001,48.722998,439], [18.75794,48.722984,439], [18.757891,48.722945,439], [18.757846,48.722855,439], [18.757792,48.722618,441], [18.757795,48.722544,441], [18.757816,48.722393,441], [18.757996,48.72239,442], [18.758033,48.722457,442], [18.758042,48.722602,441], [18.758251,48.722602,442], [18.758318,48.722607,442], [18.75831,48.72279,441], [18.758299,48.722967,441], [18.758294,48.723039,440], [18.758197,48.723053,440] ]]}"
29. augusta 78,18.758259;48.722597;442-18.758331;48.722593;442-18.758318;48.722092;444-18.758269;48.722094;444-18.758125;48.7221;443-18.758122;48.722146;443-18.75828;48.722154;444-18.758264;48.722489;443-18.758253;48.722554;443,,292,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758259,48.722597,442], [18.758331,48.722593,442], [18.758318,48.722092,444], [18.758269,48.722094,444], [18.758125,48.7221,443], [18.758122,48.722146,443], [18.75828,48.722154,444], [18.758264,48.722489,443], [18.758253,48.722554,443] ]]}"
29. augusta 21,18.757824;48.722349;442-18.757966;48.722356;442-18.758039;48.722349;442-18.758063;48.722292;442-18.75806;48.722211;443-18.75806;48.721963;443-18.758066;48.721834;444-18.75805;48.721822;444-18.758009;48.721831;443-18.757932;48.721919;443-18.757835;48.722073;442-18.757819;48.722195;442-18.757808;48.722307;441,,838,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.757824,48.722349,442], [18.757966,48.722356,442], [18.758039,48.722349,442], [18.758063,48.722292,442], [18.75806,48.722211,443], [18.75806,48.721963,443], [18.758066,48.721834,444], [18.75805,48.721822,444], [18.758009,48.721831,443], [18.757932,48.721919,443], [18.757835,48.722073,442], [18.757819,48.722195,442], [18.757808,48.722307,441] ]]}"
29. augusta 21,18.757752;48.722239;442-18.757771;48.722239;442-18.757757;48.722319;441-18.757712;48.722354;441-18.757628;48.722358;441-18.757575;48.722356;441-18.75754;48.72231;440-18.757599;48.721815;441-18.757604;48.721728;441-18.75772;48.72174;442-18.757848;48.721753;443-18.757873;48.721777;443-18.757878;48.72182;443-18.757628;48.721816;442-18.757586;48.722314;441-18.75773;48.722319;441,,394,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.757752,48.722239,442], [18.757771,48.722239,442], [18.757757,48.722319,441], [18.757712,48.722354,441], [18.757628,48.722358,441], [18.757575,48.722356,441], [18.75754,48.72231,440], [18.757599,48.721815,441], [18.757604,48.721728,441], [18.75772,48.72174,442], [18.757848,48.721753,443], [18.757873,48.721777,443], [18.757878,48.72182,443], [18.757628,48.721816,442], [18.757586,48.722314,441], [18.75773,48.722319,441] ]]}"
29. augusta 25,18.757913;48.72173;444-18.75794;48.72182;443-18.758042;48.72174;444-18.758047;48.7217;444-18.757999;48.721689;444-18.757942;48.721717;444,,79,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.757913,48.72173,444], [18.75794,48.72182,443], [18.758042,48.72174,444], [18.758047,48.7217,444], [18.757999,48.721689,444], [18.757942,48.721717,444] ]]}"
29. augusta 34,18.758538;48.720302;447-18.758511;48.720626;445-18.75853;48.720626;445-18.758562;48.720298;447,,57,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758538,48.720302,447], [18.758511,48.720626,445], [18.75853,48.720626,445], [18.758562,48.720298,447] ]]}"
29. augusta 53,18.758278;48.71976;446-18.758366;48.71976;446-18.758363;48.719688;447-18.758398;48.719643;447-18.758318;48.719583;449-18.758302;48.719665;447-18.75828;48.719721;446,,101,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758278,48.71976,446], [18.758366,48.71976,446], [18.758363,48.719688,447], [18.758398,48.719643,447], [18.758318,48.719583,449], [18.758302,48.719665,447], [18.75828,48.719721,446] ]]}"
29. augusta 73,18.758146;48.721916;444-18.758103;48.721919;444-18.758101;48.722023;443-18.758337;48.722016;444-18.758369;48.721781;444-18.758377;48.721657;445-18.758382;48.721482;445-18.758138;48.721475;445-18.758143;48.721524;445-18.758318;48.72153;445-18.758326;48.721586;445-18.758302;48.721983;444-18.758135;48.721983;443,,381,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758146,48.721916,444], [18.758103,48.721919,444], [18.758101,48.722023,443], [18.758337,48.722016,444], [18.758369,48.721781,444], [18.758377,48.721657,445], [18.758382,48.721482,445], [18.758138,48.721475,445], [18.758143,48.721524,445], [18.758318,48.72153,445], [18.758326,48.721586,445], [18.758302,48.721983,444], [18.758135,48.721983,443] ]]}"
29. augusta 67,18.758334;48.721344;445-18.758412;48.721344;445-18.758388;48.721473;445-18.758141;48.721473;445-18.758173;48.72133;445-18.758194;48.720985;445-18.75821;48.720974;445-18.758189;48.721342;445-18.758299;48.72134;445,,309,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758334,48.721344,445], [18.758412,48.721344,445], [18.758388,48.721473,445], [18.758141,48.721473,445], [18.758173,48.72133,445], [18.758194,48.720985,445], [18.75821,48.720974,445], [18.758189,48.721342,445], [18.758299,48.72134,445] ]]}"
29. augusta 29,18.75805;48.721648;444-18.758098;48.721625;444-18.758117;48.721544;445-18.758111;48.72144;445-18.758125;48.721339;445-18.758141;48.721158;445-18.75813;48.72104;445-18.758098;48.720988;445-18.758052;48.720979;445-18.757993;48.720981;445-18.757948;48.721033;445-18.757942;48.721116;445-18.757937;48.721211;445-18.757918;48.7213;444-18.757907;48.721383;444-18.75794;48.721486;444-18.757983;48.721547;444-18.75798;48.721601;444-18.758017;48.721634;444,,957,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.75805,48.721648,444], [18.758098,48.721625,444], [18.758117,48.721544,445], [18.758111,48.72144,445], [18.758125,48.721339,445], [18.758141,48.721158,445], [18.75813,48.72104,445], [18.758098,48.720988,445], [18.758052,48.720979,445], [18.757993,48.720981,445], [18.757948,48.721033,445], [18.757942,48.721116,445], [18.757937,48.721211,445], [18.757918,48.7213,444], [18.757907,48.721383,444], [18.75794,48.721486,444], [18.757983,48.721547,444], [18.75798,48.721601,444], [18.758017,48.721634,444] ]]}"
29. augusta 27,18.757864;48.72151;444-18.757894;48.721519;444-18.757921;48.721555;444-18.75795;48.721652;444-18.757862;48.72168;443-18.75784;48.721707;443-18.757709;48.721719;442-18.757612;48.72171;441-18.757604;48.721707;441-18.757612;48.721588;442-18.757631;48.721383;443-18.757636;48.721224;444-18.757661;48.720912;445-18.757663;48.720886;445-18.757663;48.720852;445-18.757669;48.720831;445-18.757932;48.720831;445-18.757937;48.720864;445-18.757712;48.720859;445-18.757647;48.72165;442-18.757878;48.721657;443-18.757891;48.721555;444-18.757808;48.721553;444-18.757816;48.721507;444,,550,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.757864,48.72151,444], [18.757894,48.721519,444], [18.757921,48.721555,444], [18.75795,48.721652,444], [18.757862,48.72168,443], [18.75784,48.721707,443], [18.757709,48.721719,442], [18.757612,48.72171,441], [18.757604,48.721707,441], [18.757612,48.721588,442], [18.757631,48.721383,443], [18.757636,48.721224,444], [18.757661,48.720912,445], [18.757663,48.720886,445], [18.757663,48.720852,445], [18.757669,48.720831,445], [18.757932,48.720831,445], [18.757937,48.720864,445], [18.757712,48.720859,445], [18.757647,48.72165,442], [18.757878,48.721657,443], [18.757891,48.721555,444], [18.757808,48.721553,444], [18.757816,48.721507,444] ]]}"
29. augusta 37,18.75773;48.720695;444-18.75773;48.720721;444-18.757811;48.720735;444-18.758047;48.720735;445-18.758162;48.720739;445-18.758224;48.720739;445-18.758251;48.72068;445-18.758264;48.720604;445-18.758208;48.72059;445-18.758066;48.720574;445-18.757923;48.720562;445-18.757899;48.7205;444-18.757921;48.720307;445-18.757905;48.720303;445-18.757883;48.720595;444-18.758184;48.720597;445-18.758173;48.72071;445-18.757752;48.720693;444,,297,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.75773,48.720695,444], [18.75773,48.720721,444], [18.757811,48.720735,444], [18.758047,48.720735,445], [18.758162,48.720739,445], [18.758224,48.720739,445], [18.758251,48.72068,445], [18.758264,48.720604,445], [18.758208,48.72059,445], [18.758066,48.720574,445], [18.757923,48.720562,445], [18.757899,48.7205,444], [18.757921,48.720307,445], [18.757905,48.720303,445], [18.757883,48.720595,444], [18.758184,48.720597,445], [18.758173,48.72071,445], [18.757752,48.720693,444] ]]}"
29. augusta 32 - 1,18.75839;48.720618;445-18.758337;48.720617;445-18.758323;48.720673;445-18.758339;48.720749;445-18.75842;48.720751;445-18.758559;48.720756;445-18.758693;48.720764;446-18.75876;48.720746;446-18.758768;48.720659;446-18.758782;48.720509;447-18.75879;48.720339;447-18.758803;48.720169;448-18.758653;48.720164;447-18.75854;48.720165;447-18.758452;48.720178;447-18.758728;48.720197;447-18.758707;48.720401;446-18.758683;48.720733;446-18.758385;48.720725;445-18.758388;48.720647;445,,552,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.75839,48.720618,445], [18.758337,48.720617,445], [18.758323,48.720673,445], [18.758339,48.720749,445], [18.75842,48.720751,445], [18.758559,48.720756,445], [18.758693,48.720764,446], [18.75876,48.720746,446], [18.758768,48.720659,446], [18.758782,48.720509,447], [18.75879,48.720339,447], [18.758803,48.720169,448], [18.758653,48.720164,447], [18.75854,48.720165,447], [18.758452,48.720178,447], [18.758728,48.720197,447], [18.758707,48.720401,446], [18.758683,48.720733,446], [18.758385,48.720725,445], [18.758388,48.720647,445] ]]}"
29. augusta 39,18.757961;48.720509;445-18.757974;48.720532;445-18.75805;48.720541;445-18.758208;48.720544;445-18.758377;48.720553;445-18.758422;48.720555;445-18.758457;48.720537;445-18.758471;48.720426;446-18.758465;48.720353;445-18.758433;48.720334;445-18.758232;48.720326;445-18.758052;48.720325;445-18.758001;48.720335;445-18.757983;48.720385;445-18.757969;48.720489;445,,859,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.757961,48.720509,445], [18.757974,48.720532,445], [18.75805,48.720541,445], [18.758208,48.720544,445], [18.758377,48.720553,445], [18.758422,48.720555,445], [18.758457,48.720537,445], [18.758471,48.720426,446], [18.758465,48.720353,445], [18.758433,48.720334,445], [18.758232,48.720326,445], [18.758052,48.720325,445], [18.758001,48.720335,445], [18.757983,48.720385,445], [18.757969,48.720489,445] ]]}"
29. augusta 47,18.758725;48.720082;447-18.758819;48.720098;447-18.758817;48.720116;447-18.758779;48.720127;447-18.758637;48.720128;447-18.758503;48.720125;447-18.758398;48.720134;447-18.75835;48.720165;446-18.758339;48.72021;446-18.758307;48.720272;446-18.758283;48.720277;446-18.75828;48.720215;446-18.758291;48.720091;446-18.758302;48.719948;445-18.758312;48.719886;445-18.75831;48.719819;445-18.758581;48.719824;446-18.758731;48.71982;446-18.758865;48.719824;446-18.758744;48.719822;446-18.758742;48.719859;446-18.758516;48.719858;445-18.758506;48.720109;447-18.758715;48.720119;447,,720,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758725,48.720082,447], [18.758819,48.720098,447], [18.758817,48.720116,447], [18.758779,48.720127,447], [18.758637,48.720128,447], [18.758503,48.720125,447], [18.758398,48.720134,447], [18.75835,48.720165,446], [18.758339,48.72021,446], [18.758307,48.720272,446], [18.758283,48.720277,446], [18.75828,48.720215,446], [18.758291,48.720091,446], [18.758302,48.719948,445], [18.758312,48.719886,445], [18.75831,48.719819,445], [18.758581,48.719824,446], [18.758731,48.71982,446], [18.758865,48.719824,446], [18.758744,48.719822,446], [18.758742,48.719859,446], [18.758516,48.719858,445], [18.758506,48.720109,447], [18.758715,48.720119,447] ]]}"
29. augusta 45,18.758237;48.719914;445-18.758256;48.719858;444-18.7582;48.719842;444-18.758181;48.719822;444-18.758023;48.719822;444-18.757945;48.719863;444-18.757873;48.719928;444-18.757824;48.72002;444-18.757752;48.720167;445-18.75806;48.72018;444-18.758098;48.719888;444-18.758224;48.719891;445,,747,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758237,48.719914,445], [18.758256,48.719858,444], [18.7582,48.719842,444], [18.758181,48.719822,444], [18.758023,48.719822,444], [18.757945,48.719863,444], [18.757873,48.719928,444], [18.757824,48.72002,444], [18.757752,48.720167,445], [18.75806,48.72018,444], [18.758098,48.719888,444], [18.758224,48.719891,445] ]]}"
29. augusta 57,18.758334;48.71932;450-18.758312;48.719328;449-18.758299;48.719468;449-18.758366;48.719534;449-18.75843;48.719606;448-18.75854;48.719628;448-18.758607;48.719594;450-18.758626;48.719548;450-18.758656;48.719534;450-18.758404;48.71936;450-18.758366;48.719336;450,,467,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758334,48.71932,450], [18.758312,48.719328,449], [18.758299,48.719468,449], [18.758366,48.719534,449], [18.75843,48.719606,448], [18.75854,48.719628,448], [18.758607,48.719594,450], [18.758626,48.719548,450], [18.758656,48.719534,450], [18.758404,48.71936,450], [18.758366,48.719336,450] ]]}"
29. augusta 53,18.758229;48.719693;446-18.758208;48.719748;446-18.757974;48.719746;445-18.757883;48.719743;445-18.757864;48.719695;445-18.757873;48.719619;447-18.757886;48.719555;448-18.757913;48.719382;449-18.757948;48.719302;449-18.758042;48.719176;450-18.758117;48.719082;450-18.7582;48.718994;450-18.758229;48.718996;451-18.758264;48.719022;451-18.758267;48.719093;450-18.758267;48.719208;450-18.758237;48.719224;450-18.758248;48.71915;450-18.758098;48.719137;449-18.757999;48.719675;445-18.758186;48.719686;446,,873,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758229,48.719693,446], [18.758208,48.719748,446], [18.757974,48.719746,445], [18.757883,48.719743,445], [18.757864,48.719695,445], [18.757873,48.719619,447], [18.757886,48.719555,448], [18.757913,48.719382,449], [18.757948,48.719302,449], [18.758042,48.719176,450], [18.758117,48.719082,450], [18.7582,48.718994,450], [18.758229,48.718996,451], [18.758264,48.719022,451], [18.758267,48.719093,450], [18.758267,48.719208,450], [18.758237,48.719224,450], [18.758248,48.71915,450], [18.758098,48.719137,449], [18.757999,48.719675,445], [18.758186,48.719686,446] ]]}"
29. augusta 55,18.758213;48.71939;449-18.75824;48.719403;449-18.758227;48.719495;449-18.758205;48.719507;448-18.758205;48.719534;448-18.758229;48.719546;448-18.758251;48.719585;448-18.758178;48.719581;448-18.7582;48.719415;449,,58,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758213,48.71939,449], [18.75824,48.719403,449], [18.758227,48.719495,449], [18.758205,48.719507,448], [18.758205,48.719534,448], [18.758229,48.719546,448], [18.758251,48.719585,448], [18.758178,48.719581,448], [18.7582,48.719415,449] ]]}"
29. augusta 59,18.757765;48.719079;450-18.757626;48.719268;450-18.757583;48.719265;450-18.757559;48.719311;450-18.757588;48.719318;450-18.757545;48.719387;450-18.757486;48.719376;449-18.75743;48.719309;449-18.757379;48.719281;449-18.757331;48.719268;448-18.757296;48.71921;448-18.757459;48.719176;450-18.757553;48.71913;450-18.757618;48.719095;450-18.757696;48.719088;450,,497,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.757765,48.719079,450], [18.757626,48.719268,450], [18.757583,48.719265,450], [18.757559,48.719311,450], [18.757588,48.719318,450], [18.757545,48.719387,450], [18.757486,48.719376,449], [18.75743,48.719309,449], [18.757379,48.719281,449], [18.757331,48.719268,448], [18.757296,48.71921,448], [18.757459,48.719176,450], [18.757553,48.71913,450], [18.757618,48.719095,450], [18.757696,48.719088,450] ]]}"
29. augusta 45,18.758173;48.718999;450-18.758052;48.719098;450-18.757958;48.719189;450-18.757923;48.719219;450-18.757881;48.719282;450-18.75784;48.719357;449-18.757792;48.719435;449-18.757776;48.719511;448-18.757755;48.719624;447-18.757746;48.71972;445-18.75773;48.719849;444-18.757722;48.719971;444-18.757717;48.720093;444-18.757712;48.720134;445-18.757728;48.720139;445-18.757787;48.719534;448-18.757819;48.719428;449-18.757907;48.719279;450-18.758007;48.71916;450-18.75816;48.719028;450,,204,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.758173,48.718999,450], [18.758052,48.719098,450], [18.757958,48.719189,450], [18.757923,48.719219,450], [18.757881,48.719282,450], [18.75784,48.719357,449], [18.757792,48.719435,449], [18.757776,48.719511,448], [18.757755,48.719624,447], [18.757746,48.71972,445], [18.75773,48.719849,444], [18.757722,48.719971,444], [18.757717,48.720093,444], [18.757712,48.720134,445], [18.757728,48.720139,445], [18.757787,48.719534,448], [18.757819,48.719428,449], [18.757907,48.719279,450], [18.758007,48.71916,450], [18.75816,48.719028,450] ]]}"
